Country,R0,Strategy,Social_distance,total_pop,total_infected,total_deaths,total_hospital,total_critical,pop_0_5,pop_5_10,pop_10_15,pop_15_20,pop_20_25,pop_25_30,pop_30_35,pop_35_40,pop_40_45,pop_45_50,pop_50_55,pop_55_60,pop_60_65,pop_65_70,pop_70_75,pop_75_80,pop_80_200,infected_0_5,infected_5_10,infected_10_15,infected_15_20,infected_20_25,infected_25_30,infected_30_35,infected_35_40,infected_40_45,infected_45_50,infected_50_55,infected_55_60,infected_60_65,infected_65_70,infected_70_75,infected_75_80,infected_80_200,deaths_0_5,deaths_5_10,deaths_10_15,deaths_15_20,deaths_20_25,deaths_25_30,deaths_30_35,deaths_35_40,deaths_40_45,deaths_45_50,deaths_50_55,deaths_55_60,deaths_60_65,deaths_65_70,deaths_70_75,deaths_75_80,deaths_80_200,hospitalisations_0_5,hospitalisations_5_10,hospitalisations_10_15,hospitalisations_15_20,hospitalisations_20_25,hospitalisations_25_30,hospitalisations_30_35,hospitalisations_35_40,hospitalisations_40_45,hospitalisations_45_50,hospitalisations_50_55,hospitalisations_55_60,hospitalisations_60_65,hospitalisations_65_70,hospitalisations_70_75,hospitalisations_75_80,hospitalisations_80_200,critical_0_5,critical_5_10,critical_10_15,critical_15_20,critical_20_25,critical_25_30,critical_30_35,critical_35_40,critical_40_45,critical_45_50,critical_50_55,critical_55_60,critical_60_65,critical_65_70,critical_70_75,critical_75_80,critical_80_200,,,,,,,,,,,,,,,,,,,,
Botswana,2.4,Enhanced social distancing of elderly,0.356362443,2351.625,1312.865155,3.57379146,26.07159015,4.737592262,271.775,267.23,246.528,225.505,203.74,198.769,187.256,178.033,149.075,111.94,80.357,66.226,59.085,45.166,29.546,19.012,12.382,118.8818574,159.3235566,170.3137165,146.5188471,112.9645368,101.2429884,102.9034935,102.3585598,82.59692458,56.35750731,42.32531642,37.64517705,34.19952194,19.76028329,13.51366559,7.242414281,4.716788009,0.003351601,0.003827669,0.007556121,0.013291604,0.022880176,0.039466441,0.063288427,0.095935458,0.107740172,0.122440122,0.190985372,0.307299952,0.586529907,0.535269399,0.574525992,0.445056613,0.454346435,0.088470927,0.101037583,0.199455926,0.350853006,0.603957779,1.041778708,1.670597467,2.389987312,2.390736843,2.175796652,2.443647022,2.726344095,3.474755492,2.311554264,1.974333893,1.279261341,0.849021842,0.004443257,0.00507442,0.010027174,0.017655009,0.030332537,0.052321178,0.083902446,0.127183024,0.142832731,0.162320671,0.253254342,0.407049434,0.777571441,0.709614611,0.761657616,0.590018229,0.60233414,,,,,,,,,,,,,,,,,,,,
Brazil,2.4,Enhanced social distancing of elderly,0.341853842,212559.409,92892.16055,343.4897421,2234.620468,455.5406094,14475.093,14601.817,14942.442,16218.004,17152.049,16952.594,17147.907,17328.855,15661.313,13800.693,12822.932,11598.27,9468.159,7428.703,5309.419,3492.132,4159.027,7296.272956,10199.51867,11234.04575,10631.365,6810.92597,6573.965969,6304.21795,7596.868562,5642.889941,5237.839336,4708.551687,3568.309247,3041.464865,1512.133594,1038.134317,682.6456887,813.0110347,0.205701635,0.245038336,0.498408551,0.964434908,1.379505379,2.56265684,3.877264253,7.120157463,7.360636425,11.37952547,21.24649195,29.12833319,52.16184326,40.96089253,44.13570434,41.9495442,78.31360337,5.429827964,6.468187958,13.15629209,25.45779222,36.41418661,67.64535381,102.3464819,177.3805679,163.331322,202.2174832,271.8476619,258.424574,309.0203062,176.8891065,151.6704521,120.578885,146.3419863,0.272701373,0.324852081,0.660911327,1.277490176,1.828827666,3.397347724,5.140148618,9.439299321,9.758108503,15.08599468,28.16680957,38.65398994,69.28568755,54.30246406,58.51135994,55.61313951,103.8214774,,,,,,,,,,,,,,,,,,,,
Brunei Darussalam,2.4,Enhanced social distancing of elderly,0.349451059,437.483,237.402639,0.849121891,6.611897844,1.125596251,31.672,34.683,31.309,33.775,35.2,34.496,38.141,38.427,35.64,32.363,27.992,22.229,17.186,11.327,6.211,3.358,3.474,6.209888743,15.73500882,20.49998568,22.43370576,19.47634475,19.33360759,23.94767653,23.62824866,21.11272657,19.91769723,15.25928709,13.30958675,7.603999974,3.917036254,2.31512163,1.328413864,1.374303086,0.000175074,0.000378026,0.0009095,0.002035096,0.003944797,0.007536608,0.014728468,0.022145552,0.027539631,0.043272412,0.068854786,0.108646995,0.130410402,0.106105242,0.098426111,0.081632913,0.132380278,0.00462135,0.009978608,0.024007718,0.053719595,0.10412905,0.198940599,0.388781045,0.551699971,0.611099911,0.768963373,0.880993094,0.963908689,0.772585088,0.458214172,0.338237103,0.234643923,0.247374555,0.000232098,0.000501155,0.001205742,0.002700621,0.005239797,0.00999138,0.019525757,0.02935869,0.03650968,0.057366892,0.091281785,0.144070314,0.172741601,0.140665298,0.130484959,0.108221964,0.175498519,,,,,,,,,,,,,,,,,,,,
Bulgaria,2.4,Enhanced social distancing of elderly,0.347907452,6948.445,2980.054466,15.11025459,96.33596015,20.03882317,312.73,336.652,370.613,315.268,299.467,390.45,480.839,476.752,534.664,527.321,476.55,468.154,467.298,455.294,424.6,285.768,326.025,161.7987534,253.6521755,257.1137383,200.6390836,156.3076062,166.202664,280.1903425,284.9961867,294.1043899,252.3563568,198.2235246,157.3987386,144.9756888,53.30290452,53.70197414,30.40364298,34.68669586,0.004561544,0.006093867,0.011407082,0.018201175,0.031659011,0.064788956,0.172324626,0.267112391,0.383632413,0.548259579,0.894447975,1.284855819,2.486367423,1.443876753,2.283109626,1.868346913,3.341209437,0.120409338,0.160857586,0.301108213,0.480448945,0.835688769,1.7102063,4.548779255,6.654424127,8.51274069,9.742732466,11.44441121,11.39915269,14.72988633,6.235363856,7.845808157,5.370336958,6.243605255,0.006047296,0.00807876,0.015122566,0.024135493,0.041935449,0.085891566,0.228453408,0.354114852,0.508587147,0.726836367,1.185781854,1.703353571,3.299468941,1.91787684,3.026752328,2.476895376,4.429491357,,,,,,,,,,,,,,,,,,,,
Burkina Faso,2.4,Enhanced social distancing of elderly,0.359719663,20903.278,11528.23939,22.39900795,177.4272417,29.69333051,3472.482,3079.706,2722.658,2306.885,1919.894,1588.171,1320.365,1107.668,893.047,694.086,553.579,423.911,316.842,222.035,148.021,86.216,47.712,1327.851544,1699.327139,1774.804002,1424.945792,1033.836482,826.2389597,766.2240733,694.2469606,539.9516183,382.8056789,311.2058094,263.587013,212.3200783,120.9442979,83.78879198,42.59116871,23.56998517,0.03743572,0.040825485,0.078740777,0.129265382,0.209396343,0.322083645,0.471248493,0.65068227,0.70431775,0.831668688,1.404260198,2.151677393,3.641339662,3.276156558,3.562233988,2.617287626,2.270387967,0.988176496,1.077655494,2.07848894,3.412165218,5.527341618,8.501903878,12.43934441,16.21008961,15.62869603,14.77899492,17.96742975,19.08953424,21.57224183,14.14804148,12.24146408,7.523076349,4.242597331,0.049629029,0.054123182,0.104387939,0.171369146,0.277873463,0.427817628,0.624741364,0.862619168,0.933724415,1.102555385,1.86164867,2.852509709,4.82856424,4.339596418,4.722506535,3.469777234,3.009886988,,,,,,,,,,,,,,,,,,,,
Burundi,2.4,Enhanced social distancing of elderly,0.359407157,11890.781,6510.304438,12.59992691,98.60775055,16.71093877,2053.84,1818.607,1508.36,1216.932,1042.77,986.811,875.169,664.378,446.705,300.927,259.788,232.186,201.291,138.34,70.37,41.759,32.548,773.2741028,988.3449976,986.4104072,765.370985,566.8933345,497.1844386,484.302576,408.5487285,278.4499727,180.0146574,154.9480229,145.5595256,129.5063439,72.07011502,42.59699808,20.69726795,16.13196382,0.021800685,0.023744494,0.043762985,0.069431394,0.114820277,0.193811941,0.29785916,0.382911887,0.36321265,0.391092824,0.699175063,1.188211578,2.221064491,1.952245654,1.810987732,1.271876423,1.553917674,0.575464401,0.626774794,1.155194106,1.832752003,3.030859498,5.115970697,7.862460538,9.539273306,8.059629484,6.949833439,8.945905352,10.54173162,13.15816287,8.43074865,6.223381548,3.655854763,2.903753488,0.028901457,0.031478537,0.058017365,0.092046197,0.152256083,0.256722915,0.394876466,0.507631983,0.481516308,0.518477695,0.926907225,1.575228208,2.944500418,2.590676537,2.405504056,1.686145508,2.060051808,,,,,,,,,,,,,,,,,,,,
Cabo Verde,2.4,Enhanced social distancing of elderly,0.351399971,555.988,306.7981801,0.950318666,6.691660413,1.259829902,51.932,53.144,51.053,48.884,45.959,51.886,52.533,45.753,35.784,29.122,25.257,22.655,15.414,10.959,4.731,4.325,6.597,24.44494694,32.97422886,36.09707901,32.32023049,25.68405773,25.43995512,27.36678614,25.57156593,19.62341195,14.18927614,12.14529441,11.45263247,8.617006443,4.700747407,2.516139582,1.447271845,2.207549679,0.000689169,0.000792189,0.001601479,0.002931962,0.005202126,0.009916978,0.016831312,0.023966925,0.025596955,0.030827068,0.054803455,0.09348856,0.147783703,0.127334523,0.106972278,0.088936904,0.212643079,0.018191734,0.020911135,0.042273614,0.077393798,0.137318197,0.261774213,0.444288936,0.597074814,0.567992261,0.54780598,0.701207103,0.829424095,0.875509035,0.549892557,0.367605638,0.255638362,0.397358942,0.00091364,0.001050221,0.00212311,0.003886941,0.00689653,0.013160048,0.022356754,0.031773308,0.033934258,0.040867912,0.07265373,0.123939173,0.195919001,0.168850742,0.141695459,0.11790498,0.281904096,,,,,,,,,,,,,,,,,,,,
Cambodia,2.4,Enhanced social distancing of elderly,0.356686534,16718.971,8553.025088,25.74313658,201.2875971,34.1395471,1778.977,1751.61,1639.744,1460.325,1528.306,1589.299,1241.298,1647.97,626.899,802.188,732.822,654.662,453.519,363.257,221.238,131.207,95.65,306.3176102,718.7989241,978.3711147,937.0268576,791.5664111,797.8486272,778.0686643,917.0026785,458.9809751,533.6361953,428.016436,404.8453442,218.1310038,125.0512163,73.70336569,49.54287321,36.1167912,0.00863592,0.017268785,0.043406315,0.085003328,0.160326236,0.311016554,0.478533236,0.859459843,0.598698915,1.159357186,1.931347125,3.30477805,3.740998412,3.387405353,3.133457687,3.044479711,3.478963925,0.227959115,0.455837839,1.145779218,2.243797954,4.232059948,8.209770621,12.63163665,21.41125051,13.28503129,20.60211501,24.71147714,29.31976417,22.16264615,14.62846802,10.76799274,8.750988268,6.501022415,0.011448753,0.022893572,0.057544498,0.112690172,0.21254645,0.412420011,0.63386528,1.139398688,0.793703923,1.536977244,2.560415721,4.381195371,4.959492821,4.490736889,4.15817302,4.043930494,4.61211419,,,,,,,,,,,,,,,,,,,,
Cameroon,2.4,Enhanced social distancing of elderly,0.359463277,26545.864,14715.07926,30.29222017,236.5256304,40.1596135,4115.703,3730.323,3320.209,2856.25,2419.998,2131.789,1860.818,1539.024,1203.235,938.608,729.131,559.346,420.4,312.899,209.912,122.822,75.397,1615.587707,2090.852524,2191.162078,1783.432905,1311.361444,1094.39216,1051.988969,944.3552021,719.1539352,510.2276746,407.1018978,345.2176345,279.1774081,164.2704163,114.1966601,57.37793074,35.22271127,0.04554778,0.050231686,0.097212878,0.161785899,0.265607081,0.426614858,0.64700162,0.885095969,0.938070866,1.108500747,1.836974036,2.818033299,4.787958714,4.449780693,4.855007624,3.525955091,3.39284133,1.202307447,1.325947582,2.56608963,4.270595951,7.011111342,11.26116947,17.07862432,22.04990921,20.81563953,19.69838126,23.50397881,25.00139813,28.36511088,19.21632275,16.68402515,10.13493094,6.340088029,0.060383289,0.066593139,0.128876834,0.214482062,0.352118331,0.565569302,0.858586898,1.175657851,1.243614266,1.469556177,2.435303877,3.735907258,6.347468614,5.899138778,6.437937,4.670479594,4.49794023,,,,,,,,,,,,,,,,,,,,
Canada,2.4,Enhanced social distancing of elderly,0.349203284,37742.157,17718.90261,97.33603488,584.896042,129.1122182,1993.132,1977.789,1983.001,1988.319,2363.469,2733.147,2626.365,2652.296,2463.309,2383.358,2423.48,2758.953,2562.565,2150.179,1792.853,1225.823,1664.119,877.1676325,1404.715177,1408.57057,1435.475584,1295.098818,1442.205837,1382.210607,1507.902561,1406.027811,1287.090551,1078.487773,1080.079952,918.6394764,464.7081123,313.2152876,177.0085171,240.2983436,0.024729724,0.03374758,0.062492501,0.130220603,0.2623132,0.562199237,0.850096843,1.413280168,1.834035331,2.796282734,4.866481948,8.816760694,15.75488474,12.58808026,13.31617412,10.87742402,23.14683118,0.652781135,0.890822605,1.649589671,3.437379786,6.924164241,14.84013221,22.43964185,35.20827174,40.69694493,49.69075896,62.26636108,78.2216961,93.33602882,54.36146854,45.76046036,31.26583817,43.25370184,0.032784519,0.044739835,0.082847416,0.17263532,0.347751935,0.74531467,1.127263324,1.872030649,2.431407489,3.70707422,6.451567019,11.6885109,20.88649637,16.68818998,17.65346256,14.43460131,30.74554069,,,,,,,,,,,,,,,,,,,,
Central African Republic,2.4,Enhanced social distancing of elderly,0.35942423,4829.764,2685.529117,5.561173618,41.81064151,7.372554354,738.242,697.367,667.354,597.254,482.771,357.219,277.127,224.208,182.948,156.581,129.029,103.567,80.954,58.107,37.685,23.821,15.53,291.3573118,389.5809401,430.540463,358.7036775,254.9432057,188.2155422,166.0414193,146.5907346,114.6717676,87.33451477,72.62667698,63.48400852,52.70254024,30.25584344,20.65878848,10.7882979,7.033385099,0.008214149,0.009359487,0.019101315,0.032540163,0.051636962,0.073369994,0.102119956,0.137392019,0.149578886,0.189739561,0.327714807,0.518223961,0.903861056,0.819574644,0.878296927,0.662956182,0.677493549,0.216825781,0.247058986,0.504209811,0.858949315,1.363037788,1.936716285,2.69561669,3.422771835,3.319131081,3.37172728,4.193092408,4.597647436,5.354707631,3.539322938,3.01822966,1.905587268,1.266009318,0.010889606,0.012408057,0.025322948,0.043138977,0.068455807,0.097267472,0.135382093,0.182322483,0.198683045,0.251540595,0.434456384,0.687017211,1.198261712,1.086522361,1.164370955,0.879106809,0.897407839,,,,,,,,,,,,,,,,,,,,
Chad,2.4,Enhanced social distancing of elderly,0.359688474,16425.859,8982.660334,17.31196301,132.3875126,22.95327658,2930.435,2522.114,2183.878,1854.85,1535.501,1245.516,989.985,779.661,610.04,472.791,362.367,292.28,236.024,181.325,112.184,68.477,48.431,1091.479239,1370.923174,1412.143463,1132.782045,818.604443,644.8467072,579.5499882,501.7424898,380.9425925,270.8688038,215.0158091,188.5742392,159.8850477,96.38476387,63.94042699,32.20196234,22.77513966,0.030771747,0.032935744,0.062651016,0.102761456,0.1658026,0.251373499,0.356438891,0.470257647,0.496904946,0.588478999,0.970220136,1.539343395,2.742066462,2.610884363,2.718391767,1.978856184,2.193824164,0.812270118,0.869392865,1.653773918,2.712551956,4.376617082,6.635398459,9.408764556,11.71527019,11.02623973,10.45744328,12.41391172,13.65694901,16.24471385,11.27507175,9.341636535,5.687982476,4.099525138,0.040873531,0.043663567,0.083057557,0.136232385,0.219806528,0.333249155,0.472536381,0.623580711,0.658200088,0.780155484,1.28623523,2.040730212,3.635198678,3.461290029,3.603809057,2.623401008,2.911256983,,,,,,,,,,,,,,,,,,,,
Channel Islands,2.4,Enhanced social distancing of elderly,0.333806808,173.859,76.23519191,0.357230219,2.350200165,0.473661006,8.702,8.861,8.47,9.31,10.437,11.332,11.779,12.11,11.623,13.291,13.714,12.464,10.619,9.393,7.644,5.649,8.461,4.326708395,6.63724955,6.020219722,5.759821077,4.838734942,4.589351543,6.965593565,7.275063375,6.691325147,6.40258596,5.406418692,4.140268955,3.404761638,1.176451603,1.079106134,0.609151814,0.912379801,0.000121982,0.000159457,0.000267092,0.000522508,0.000980052,0.001789016,0.004284028,0.006818546,0.008728225,0.013910009,0.024395491,0.033797276,0.058392469,0.03186789,0.045877598,0.037433242,0.087885338,0.003219902,0.004209118,0.007050333,0.013792427,0.025869992,0.0472239,0.113083653,0.169866684,0.193677884,0.247184905,0.312138929,0.299847117,0.345932151,0.13762109,0.157656396,0.10759732,0.164228364,0.000161552,0.000211395,0.000354089,0.000692696,0.001299267,0.002371724,0.005679397,0.009039453,0.01158256,0.018476431,0.032341465,0.04480555,0.077411773,0.042247723,0.060820618,0.049625791,0.116539524,,,,,,,,,,,,,,,,,,,,
Chile,2.4,Enhanced social distancing of elderly,0.339705593,19116.209,8071.047019,34.99282511,211.8034374,46.38966259,1162.223,1265.856,1249.637,1244.242,1402.909,1592.629,1545.821,1399.583,1324.096,1254.308,1214.595,1137.676,982.299,809.488,581.299,411.827,537.721,608.3281345,883.2365606,942.881641,834.0704044,568.4006735,599.4808761,560.5632615,630.7765457,482.4357036,468.0747984,431.6208278,340.3077738,296.5267017,152.6953968,105.9611273,71.85967685,93.8269159,0.017150413,0.021219317,0.041831793,0.075663531,0.115125578,0.233689036,0.344761541,0.591194687,0.629293474,1.016921052,1.947611294,2.777953797,5.08550321,4.136234896,4.504878518,4.415878896,9.037914079,0.452712931,0.560118597,1.104217176,1.997259152,3.038918392,6.168589275,9.100522568,14.72810817,13.96391956,18.0709834,24.91957627,24.64581554,30.12784175,17.86227911,15.48082152,12.69290916,16.88884486,0.022758977,0.02818536,0.055457145,0.100308259,0.152623439,0.309804518,0.457055701,0.783755359,0.834468528,1.347013658,2.581977168,3.682774441,6.741927164,5.483468572,5.972187478,5.854191081,11.98170574,,,,,,,,,,,,,,,,,,,,
China,2.4,Enhanced social distancing of elderly,0.348094781,1439323.774,747372.0312,3587.148717,24884.02294,4756.436134,83932.437,86735.183,84262.751,82341.859,87158.167,97989.003,128738.97,100091.455,96274.146,119837.617,123445.382,98740.491,77514.139,74149.766,44949.689,26544.616,26618.103,17434.98837,42308.93441,57070.60502,57347.0293,51567.25173,57694.19053,80675.07242,66608.34951,60594.69271,70518.21076,60452.18501,52388.85527,30380.80523,18442.39589,11139.59921,6365.621514,6383.244313,0.491539397,1.016450995,2.531988755,5.20229311,10.44458587,22.49029166,49.61734777,62.42860897,79.04026252,153.2051145,272.7796035,427.6535261,521.0380099,499.5702757,473.5938779,391.1764557,614.8684851,12.97497886,26.8308877,66.83589918,137.3227949,275.7010627,593.6665857,1309.727853,1555.24961,1753.890536,2722.499525,3490.199587,3794.112749,3086.764487,2157.388041,1627.485018,1124.389354,1148.983976,0.651800321,1.346395809,3.356702108,6.896756686,13.84651857,29.81567622,65.77851457,82.76245888,104.7849082,203.3068713,362.3284763,566.9465949,690.7478676,662.2877909,627.85025,518.5884855,815.1400657,,,,,,,,,,,,,,,,,,,,
"Hong Kong SAR, China",2.4,Enhanced social distancing of elderly,0.324637813,7496.988,4268.300982,39.85663493,200.906799,52.83694853,362.563,301.632,285.856,266.803,374.346,493.283,536.342,585.823,565.562,563.568,568.882,639.024,589.09,459.791,344.127,180.957,379.339,204.3722724,182.3982911,185.6408729,151.773719,222.2923592,300.8650233,326.4584183,377.0210626,359.3523062,387.7047765,372.1076454,365.8160488,368.4168735,137.7322332,109.9375435,69.8937388,146.5177969,0.005761806,0.004382028,0.008236124,0.013768305,0.045023761,0.117282903,0.200780742,0.353362614,0.468742382,0.842312277,1.679068771,2.986179453,6.318436695,3.730910567,4.673933648,4.295069219,14.11338364,0.15209221,0.115670795,0.217405697,0.363436285,1.188472094,3.09586649,5.299923143,8.803128508,10.40131703,14.96813459,21.48358988,26.49317927,37.43205991,16.11189102,16.06177221,12.34565637,26.37320345,0.007638507,0.005815076,0.010939925,0.018252845,0.059688568,0.155483489,0.266178034,0.468458096,0.62141846,1.116940424,2.224094122,3.95882224,8.376445801,4.946123452,6.196303784,5.694040199,18.71030551,,,,,,,,,,,,,,,,,,,,
"Macao SAR, China",2.4,Enhanced social distancing of elderly,0.340497675,649.342,338.0246061,1.733502844,11.98558946,2.298850439,35.933,32.884,24.392,22.442,36.025,52.307,67.616,62.186,43.958,49.444,46.928,52.687,44.803,34.191,20.659,9.222,13.665,7.786710123,16.54423295,17.51641154,16.48782535,22.25984087,30.16241327,41.90938774,37.89802291,27.99692094,30.7730732,25.28801088,27.25250788,16.49321224,8.630773215,5.297828049,2.307790671,3.419644277,0.000219528,0.000397467,0.000777131,0.00149571,0.004508575,0.011757882,0.025775405,0.035519884,0.036519436,0.066856379,0.114107597,0.222463939,0.282862499,0.233791628,0.225234219,0.141817005,0.329398562,0.005794807,0.01049179,0.020513627,0.039481631,0.119010837,0.310367764,0.680382314,0.884887342,0.810360322,1.188057329,1.460000248,1.973684805,1.675750904,1.009626245,0.774007719,0.407635807,0.61553597,0.000291032,0.000527059,0.00102939,0.001982884,0.005977075,0.015587576,0.034170853,0.047089262,0.048414307,0.088632573,0.151423496,0.29549503,0.374995029,0.309941044,0.298596372,0.188008859,0.436688599,,,,,,,,,,,,,,,,,,,,
"China, Taiwan Province of China",2.4,Enhanced social distancing of elderly,0.34380758,23816.775,11981.23386,67.071323,436.1789811,88.91049281,1011.137,1041.749,975.803,1213.008,1502.279,1618.075,1621.625,1926.961,2032.452,1755.391,1806.638,1852.58,1684.376,1416.638,903.13,585.67,869.263,223.569098,533.7126658,702.4418995,849.233534,886.7105604,954.9968151,1091.833853,1215.137907,1186.401314,1086.859656,930.3945408,941.7493323,588.0809084,329.442611,204.4057457,103.1564992,153.1069167,0.006303017,0.01282218,0.031164467,0.077039069,0.179597017,0.372275903,0.671507299,1.138886789,1.547552552,2.3612689,4.198237894,7.68755913,10.08572695,8.923988885,8.690196835,6.339112943,14.74808316,0.166378334,0.338462426,0.82263603,2.033568676,4.740742149,9.826807403,17.72549025,28.37246036,34.33993877,41.96043637,53.71621623,68.20349728,59.7504658,38.53813535,29.86348813,18.22101254,27.55924501,0.008355985,0.016998631,0.041356077,0.10232967,0.238094027,0.493531042,0.890227608,1.509838681,2.051613191,3.130368894,5.567033561,10.18293878,13.37079859,11.83066493,11.52072264,8.403857146,19.55176336,,,,,,,,,,,,,,,,,,,,
Colombia,2.4,Enhanced social distancing of elderly,0.343964127,50882.884,22714.74216,79.58240282,519.7585183,105.5426773,3710.699,3703.456,3873.485,4246.391,4421.466,4425.595,4056.807,3753.492,3421.069,3029.718,2908.465,2635.515,2086.45,1684.908,1187.636,792.125,945.607,1825.765719,2571.464562,2887.535573,2749.558136,1719.356615,1672.206646,1509.261753,1731.354943,1295.688767,1196.784394,1099.64681,823.9377658,693.4029845,352.3748833,238.3847032,158.6399318,189.377977,0.051473265,0.06177815,0.128108114,0.249428916,0.348243647,0.651857923,0.928236728,1.622710689,1.690108089,2.6000871,4.961958295,6.72585589,11.89202552,9.54518158,10.13479335,9.748648446,18.24190711,1.358720242,1.630735395,3.381618897,6.584072666,9.192431822,17.20681409,24.50226689,40.42569916,37.50322289,46.20430537,63.48797553,59.67133211,70.45144761,41.2207483,34.82778201,28.02130947,34.08803586,0.068238788,0.081900493,0.169876909,0.330393463,0.461670991,0.864176583,1.23057765,2.151251848,2.240602193,3.446971517,6.578146392,8.925370507,15.79597485,12.6541891,13.43584634,12.92392936,24.18356026,,,,,,,,,,,,,,,,,,,,
